,lyric,clean_lyric
3174,"Don't blame me, love made me crazy",blame love crazy
3175,"If it doesn't, you ain't doin' it right",doesnt
3176,"Lord, save me, my drug is my baby",lord save drug baby
3177,I'll be usin' for the rest of my life,rest life
3178,I've been breakin' hearts a long time,breakin hearts
3179,And toyin' with them older guys,toyin older guys
3180,Just playthings for me to use,playthings
3181,Something happened for the first time,happened
3182,In the darkest little paradise,darkest paradise
3183,"Shakin', pacin', I just need you",shakin pacin
3184,"For you, I would cross the line",
3185,I would waste my time,waste
3186,I would lose my mind,lose mind
3187,"They say, ""She's gone too far this time""",
3188,"Don't blame me, love made me crazy",blame love crazy
3189,"If it doesn't, you ain't doin' it right",doesnt
3190,"Lord, save me, my drug is my baby",lord save drug baby
3191,I'll be usin' for the rest of my life,rest life
3192,"Don't blame me, love made me crazy",blame love crazy
3193,"If it doesn't, you ain't doin' it right",doesnt
3194,"Oh, Lord, save me, my drug is my baby",lord save drug baby
3195,I'll be usin' for the rest of my life,rest life
3196,My name is whatever you decide,decide
3197,And I'm just gonna call you mine,mine
3198,"I'm insane, but I'm your baby (Your baby)",insane baby baby
3199,Echoes of your name inside my mind,echoes inside mind
3200,Halo hiding my obsession,halo hiding obsession
3201,"I once was poison ivy, but now I'm your daisy",poison ivy daisy
3202,"And baby, for you, I would fall from grace",baby fall grace
3203,Just to touch your face,touch face
3204,"If you walk away, I'd beg you on my knees to stay",walk knees stay
3205,"Don't blame me, love made me crazy",blame love crazy
3206,"If it doesn't, you ain't doin' it right",doesnt
3207,"Lord, save me, my drug is my baby",lord save drug baby
3208,I'll be usin' for the rest of my life,rest life
3209,"Don't blame me, love made me crazy",blame love crazy
3210,"If it doesn't, you ain't doin' it right",doesnt
3211,"Oh, Lord, save me, my drug is my baby",lord save drug baby
3212,I'll be usin' for the rest of my life,rest life
3213,"I get so high, oh!",high
3214,"Every time you're, every time you're lovin' me",lovin
3215,You're lovin' me,lovin
3216,"Trip of my life, oh!",trip life
3217,"Every time you're, every time you're touchin' me",touchin
3218,You're touchin' me,touchin
3219,"Every time you're, every time you're lovin' me",lovin
3220,"Oh, Lord, save me",lord save
3221,My drug is my baby,drug baby
3222,I'll be usin' for the rest of my life,rest life
3223,"(Usin' for the rest of my life, oh-whoah-oh-oh)",rest life ohwhoahohoh
3224,"Don't blame me, love made me crazy",blame love crazy
3225,"If it doesn't, you ain't doin' it right (Doin' it right, no)",doesnt
3226,"Lord, save me, my drug is my baby",lord save drug baby
3227,"I'll be usin' for the rest of my life, oh-oh",rest life
3228,"Don't blame me, love made me crazy (Oh-oh-oh)",blame love crazy ohohoh
3229,"If it doesn't, you ain't doin' it right (You ain't doin' it right)",doesnt
3230,"Oh, Lord, save me, my drug is my baby",lord save drug baby
3231,"I'll be usin' for the rest of my life (I'll be usin', I'll be usin')",rest life
3232,"I get so high, oh!",high
3233,"Every time you're, every time you're lovin' me",lovin
3234,You're lovin' me,lovin
3235,"Oh, Lord, save me, my drug is my baby",lord save drug baby
3236,I'll be usin' for the rest of my life,rest life
3237,This ain't for the best,
3238,"My reputation's never been worse, so",reputations worse
3239,You must like me for me...,
3240,We can't make,
3241,"Any promises now, can we, babe?",promises babe
3242,But you can make me a drink,drink
3243,"Dive bar on the East Side, where you at?",dive bar
3244,Phone lights up my nightstand in the black,phone lights nightstand black
3245,"Come here, you can meet me in the back",meet
3246,"Dark jeans and your Nikes, look at you",dark jeans nikes
3247,"Oh damn, never seen that color blue",damn color blue
3248,Just think of the fun things we could do,fun things
3249,('Cause I like you),
3250,This ain't for the best,
3251,"My reputation's never been worse, so",reputations worse
3252,You must like me for me...,
3253,"(Yeah, I want you)",
3254,We can't make,
3255,"Any promises now, can we, babe?",promises babe
3256,But you can make me a drink,drink
3257,Is it cool that I said all that?,cool
3258,Is it chill that you're in my head?,chill head
3259,'Cause I know that it's delicate (Delicate),delicate delicate
3260,Is it cool that I said all that?,cool
3261,Is it too soon to do this yet?,
3262,'Cause I know that it's delicate,delicate
3263,Isn't it? Isn't it? Isn't it?,
3264,Isn't it?,
3265,Isn't it? Isn't it? Isn't it?,
3266,Isn't it... delicate?,delicate
3267,"Third floor on the West Side, me and you",floor west
3268,"Handsome, you're a mansion with a view",handsome mansion view
3269,Do the girls back home touch you like I do?,girls touch
3270,"Long night, with your hands up in my hair",night hands hair
3271,Echoes of your footsteps on the stairs,echoes footsteps stairs
3272,"Stay here, honey, I don't wanna share",stay honey share
3273,('Cause I like you),
3274,This ain't for the best,
3275,"My reputation's never been worse, so",reputations worse
3276,You must like me for me…,
3277,"(Yeah, I want you)",
3278,We can't make,
3279,"Any promises now, can we, babe?",promises babe
3280,But you can make me a drink,drink
3281,Is it cool that I said all that?,cool
3282,Is it chill that you're in my head?,chill head
3283,'Cause I know that it's delicate (Delicate),delicate delicate
3284,Is it cool that I said all that?,cool
3285,Is it too soon to do this yet?,
3286,'Cause I know that it's delicate,delicate
3287,Isn't it? Isn't it? Isn't it?,
3288,Isn't it?,
3289,Isn't it? Isn't it? Isn't it?,
3290,Isn't it delicate?,delicate
3291,Sometimes I wonder when you sleep,sleep
3292,Are you ever dreaming of me?,dreaming
3293,Sometimes when I look into your eyes,eyes
3294,"I pretend you're mine, all the damn time",pretend mine damn
3295,'Cause I like you,
3296,Is it cool that I said all that?,cool
3297,Is it chill that you're in my head?,chill head
3298,'Cause I know that it's delicate (Delicate),delicate delicate
3299,"(Yeah, I want you)",
3300,Is it cool that I said all that?,cool
3301,Is it too soon to do this yet?,
3302,'Cause I know that it's delicate (Delicate),delicate delicate
3303,('Cause I like you),
3304,Is it cool that I said all that?,cool
3305,Isn't it? Isn't it? Isn't it? Isn't it?,
3306,Is it chill that you're in my head?,chill head
3307,Isn't it? Isn't it? Isn't it? Isn't it?,
3308,'Cause I know that it's delicate,delicate
3309,Isn't it? Isn't it? Isn't it? Isn't it?,
3310,"(Yeah, I want you)",
3311,Is it cool that I said all that?,cool
3312,Isn't it? Isn't it? Isn't it? Isn't it?,
3313,Is it too soon to do this yet?,
3314,Isn't it? Isn't it? Isn't it?,
3315,'Cause I know that it's delicate,delicate
3316,Isn't it delicate?,delicate
3317,See you in the dark,dark
3318,"All eyes on you, my magician",eyes magician
3319,All eyes on us,eyes
3320,"You make everyone disappear, and",disappear
3321,Cut me into pieces,cut pieces
3322,"Gold cage, hostage to my feelings",gold cage hostage feelings
3323,Back against the wall,wall
3324,"Trippin', trip-trippin' when you're gone",trippin triptrippin
3325,'Cause we break down a little,break
3326,"But when you get me alone, it's so simple",simple
3327,"'Cause baby, I know what you know",baby
3328,We can feel it,feel
3329,And all the pieces fall right into place,pieces fall
3330,Getting caught up in a moment,caught moment
3331,Lipstick on your face,lipstick face
3332,So it goes…,
3333,I'm yours to keep,
3334,And I'm yours to lose,lose
3335,"You know I'm not a bad girl, but I",bad girl
3336,Do bad things with you,bad things
3337,So it goes…,
3338,Met you in a bar,bar
3339,"All eyes on me, your illusionist",eyes illusionist
3340,All eyes on us,eyes
3341,I make all your gray days clear,gray days
3342,And wear you like a necklace,wear necklace
3343,"I'm so chill, but you make me jealous",chill jealous
3344,But I got your heart,heart
3345,"Skippin', skip-skippin' when I'm gone",skippin skipskippin
3346,'Cause we break down a little,break
3347,"But when I get you alone, it's so simple",simple
3348,"'Cause baby, I know what you know",baby
3349,We can feel it,feel
3350,And all the pieces fall right into place,pieces fall
3351,Getting caught up in a moment,caught moment
3352,Lipstick on your face,lipstick face
3353,So it goes…,
3354,I'm yours to keep,
3355,And I'm yours to lose,lose
3356,"You know I'm not a bad girl, but I",bad girl
3357,Do bad things with you,bad things
3358,So it goes…,
3359,"Come here, dressed in black now",dressed black
3360,"So, so, so it goes",
3361,Scratches down your back now,scratches
3362,"So, so, so it goes",
3363,You did a number on me,number
3364,"But, honestly, baby, who's counting?",honestly baby counting
3365,I did a number on you,number
3366,"But, honestly, baby, who's counting?",honestly baby counting
3367,You did a number on me,number
3368,"But, honestly, baby, who's counting?",honestly baby counting
3369,"Who's counting? (One, two, three)",counting
3370,And all the pieces fall right into place (Pieces fall),pieces fall pieces fall
3371,"Getting caught up in a moment (Caught up, caught up)",caught moment caught caught
3372,Lipstick on your face,lipstick face
3373,So it goes…,
3374,I'm yours to keep (Oh),
3375,And I'm yours to lose (Baby),lose baby
3376,"You know I'm not a bad girl, but I",bad girl
3377,I do bad things with you,bad things
3378,So it goes…,
3379,"Come here, dressed in black now",dressed black
3380,"So, so, so it goes",
3381,Scratches down your back now,scratches
3382,"So, so, so it goes",
3383,"Come here, dressed in black now",dressed black
3384,"So, so, so it goes",
3385,Scratches down your back now,scratches
3386,"So, so, so it goes",
3387,Gorgeous,gorgeous
3388,You should take it as a compliment,compliment
3389,That I got drunk and made fun of the way you talk,drunk fun talk
3390,You should think about the consequence,consequence
3391,Of your magnetic field being a little too strong,magnetic field
3392,"And I got a boyfriend, he's older than us",boyfriend older
3393,He's in the club doin' I don't know what,club
3394,"You're so cool, it makes me hate you so much",cool
3395,(I hate you so much),
3396,"Whisky on ice, Sunset and Vine",whisky sunset vine
3397,You've ruined my life by not being mine,ruined life mine
3398,You're so gorgeous,gorgeous
3399,I can't say anything to your face,face
3400,'Cause look at your face (Gorgeous),face gorgeous
3401,And I'm so furious,furious
3402,At you for making me feel this way,making feel
3403,But what can I say?,
3404,You're gorgeous,gorgeous
3405,You should take it as a compliment,compliment
3406,"That I'm talking to everyone here but you (But you, but you)",talking
3407,And you should think about the consequence,consequence
3408,"Of you touching my hand in a darkened room (Dark room, dark room)",touching darkened room dark room dark room
3409,"If you've got a girlfriend, I'm jealous of her",girlfriend jealous
3410,But if you're single that's honestly worse,single honestly worse
3411,"'Cause you're so gorgeous it actually hurts (Honey, it hurts)",gorgeous hurts honey hurts
3412,Ocean blue eyes looking in mine,ocean blue eyes mine
3413,I feel like I might sink and drown and die,feel sink drown die
3414,You're so gorgeous,gorgeous
3415,I can't say anything to your face (To your face),face face
3416,"'Cause look at your face (Look at your face, gorgeous)",face face gorgeous
3417,And I'm so furious,furious
3418,At you for making me feel this way (Feel this way),making feel feel
3419,But what can I say?,
3420,You're gorgeous,gorgeous
3421,You make me so happy it turns back to sad,happy turns sad
3422,There's nothing I hate more than what I can't have,
3423,And you are so gorgeous it makes me so mad (Mmh),gorgeous mmh
3424,You make me so happy it turns back to sad (Yeah),happy turns sad
3425,There's nothing I hate more than what I can't have and,
3426,"Guess I'll just stumble on home to my cats (Yeugh), alone",guess stumble cats yeugh
3427,"Unless, you wanna come along? (Oh)",
3428,You're so gorgeous,gorgeous
3429,I can't say anything to your face (To your face),face face
3430,"'Cause look at your face (Look at your face, gorgeous)",face face gorgeous
3431,And I'm so furious (I'm so furious),furious furious
3432,At you for making me feel this way (Feel this way),making feel feel
3433,But what can I say? (I say),
3434,You're gorgeous,gorgeous
3435,You make me so happy it turns back to sad (Yeah),happy turns sad
3436,There's nothing I hate more than what I can't have,
3437,And you are so gorgeous it makes me so mad (Mmh),gorgeous mmh
3438,You're gorgeous,gorgeous
3439,You make me so happy it turns back to sad (It turns back to sad),happy turns sad turns sad
3440,There's nothing I hate more than what I can't have (What I can have),
3441,You are so gorgeous it makes me so mad (Mmh),gorgeous mmh
3442,You're gorgeous,gorgeous
3443,"No, nothing good starts in a getaway car",good starts getaway car
3444,"It was the best of times, the worst of crimes",worst crimes
3445,I struck a match and blew your mind,struck match blew mind
3446,But I didn't mean it,
3447,And you didn’t see it,didnt
3448,"The ties were black, the lies were white",ties black lies white
3449,In shades of gray in candlelight,shades gray candlelight
3450,I wanted to leave him,wanted leave
3451,I needed a reason,needed
3452,"""X"" marks the spot where we fell apart",marks spot fell
3453,"He poisoned the well, I was lyin' to myself",poisoned lyin
3454,"I knew it from the first Old Fashioned, we were cursed",knew fashioned cursed
3455,We never had a shotgun shot in the dark (Oh!),shotgun shot dark
3456,You were drivin' the getaway car,drivin getaway car
3457,"We were flyin’, but we'd never get far",flyin
3458,Don't pretend it's such a mystery,pretend mystery
3459,Think about the place where you first met me,
3460,Ridin' in a getaway car,ridin getaway car
3461,There were sirens in the beat of your heart,sirens beat heart
3462,Should've known I'd be the first to leave,shouldve leave
3463,Think about the place where you first met me,
3464,"In a getaway car, oh-oh-oh",getaway car ohohoh
3465,"No, they never get far, oh-oh-ahh",ohohahh
3466,"No, nothing good starts in a getaway car",good starts getaway car
3467,"It was the great escape, the prison break",great escape prison break
3468,The light of freedom on my face,freedom face
3469,But you weren't thinkin’,thinkin
3470,And I was just drinkin’,drinkin
3471,"While he was runnin' after us, I was screamin’, ""Go, go, go!""",runnin screamin
3472,"But with three of us, honey, it's a sideshow",honey sideshow
3473,And a circus ain't a love story,circus love story
3474,And now we're both sorry (We’re both sorry),
3475,"""X"" marks the spot where we fell apart",marks spot fell
3476,"He poisoned the well, every man for himself",poisoned
3477,"I knew it from the first Old Fashioned, we were cursed",knew fashioned cursed
3478,It hit you like a shotgun shot to the heart (Oh!),shotgun shot heart
3479,You were drivin' the getaway car,drivin getaway car
3480,"We were flyin', but we'd never get far",flyin
3481,Don't pretend it's such a mystery,pretend mystery
3482,Think about the place where you first met me,
3483,Ridin' in a getaway car,ridin getaway car
3484,There were sirens in the beat of your heart,sirens beat heart
3485,Should've known I'd be the first to leave,shouldve leave
3486,Think about the place where you first met me,
3487,"In a getaway car, oh-oh-oh",getaway car ohohoh
3488,"No, they never get far, oh-oh-ahh",ohohahh
3489,"No, nothing good starts in a getaway car",good starts getaway car
3490,"We were jet-set, Bonnie and Clyde (Oh-oh)",jetset bonnie clyde
3491,Until I switched to the other side,switched
3492,To the other side,
3493,It's no surprise I turned you in (Oh-oh),surprise turned
3494,'Cause us traitors never win,traitors
3495,I'm in a getaway car,getaway car
3496,I left you in a motel bar,left motel bar
3497,Put the money in a bag and I stole the keys,money bag stole keys
3498,That was the last time you ever saw me (Oh!),
3499,Drivin' the getaway car,drivin getaway car
3500,"We were flyin', but we'd never get far (Don't pretend)",flyin dont pretend
3501,Don't pretend it's such a mystery,pretend mystery
3502,Think about the place where you first met me,
3503,Ridin' in a getaway car,ridin getaway car
3504,There were sirens in the beat of your heart (Should've known),sirens beat heart shouldve
3505,Should've known I'd be the first to leave,shouldve leave
3506,Think about the place where you first met me,
3507,"In a getaway car, oh-oh-oh",getaway car ohohoh
3508,"No, they never get far, oh-oh-ahh",ohohahh
3509,"No, nothing good starts in a getaway car",good starts getaway car
3510,I was ridin' in a getaway car,ridin getaway car
3511,I was cryin' in a getaway car,cryin getaway car
3512,I was dyin' in a getaway car,dyin getaway car
3513,Said goodbye in a getaway car,goodbye getaway car
3514,Ridin' in a getaway car,ridin getaway car
3515,I was cryin' in a getaway car,cryin getaway car
3516,I was dyin' in a getaway car,dyin getaway car
3517,Said goodbye in a getaway car,goodbye getaway car
3518,Our secret moments in a crowded room,secret moments crowded room
3519,They got no idea about me and you,idea
3520,There is an indentation in the shape of you,indentation shape
3521,"Made your mark on me, a golden tattoo",mark golden tattoo
3522,"All of this silence and patience, pining and anticipation",silence patience pining anticipation
3523,My hands are shaking from holding back from you,hands shaking holding
3524,"Ha, ah, ah",
3525,"All of this silence and patience, pining and desperately waiting",silence patience pining desperately waiting
3526,My hands are shaking from all this,hands shaking
3527,"Ah, ha, ha, ha-ah",haah
3528,Say my name and everything just stops,stops
3529,I don't want you like a best friend,friend
3530,Only bought this dress so you could take it off,bought dress
3531,"Take it off, ha, ha, ha-ah",haah
3532,Carve your name into my bedpost,carve bedpost
3533,’Cause I don't want you like a best friend,friend
3534,Only bought this dress so you could take it off,bought dress
3535,"Take it off, ha, ha, ha-ah",haah
3536,"Inescapable, I'm not even gonna try",inescapable
3537,"And if I get burned, at least we were electrified",burned electrified
3538,I’m spilling wine in the bathtub,spilling wine bathtub
3539,You kiss my face and we're both drunk,kiss face drunk
3540,Everyone thinks that they know us,thinks
3541,But they know nothing about—,
3542,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,joeboy sip alcohol official lyrics meaning verified
3543,[Pre-Chorus],prechorus
3544,"All of this silence and patience, pining and anticipation",silence patience pining anticipation
3545,My hands are shaking from holding back from you,hands shaking holding
3546,"Ha, ah, ah",
3547,"All of this silence and patience, pining and desperately waiting",silence patience pining desperately waiting
3548,My hands are shaking from all this,hands shaking
3549,"Ah, ha, ha, ha-ah",haah
3550,Say my name and everything just stops,stops
3551,I don't want you like a best friend,friend
3552,Only bought this dress so you could take it off,bought dress
3553,"Take it off, ha, ha, ha-ah",haah
3554,Carve your name into my bedpost,carve bedpost
3555,'Cause I don't want you like a best friend,friend
3556,Only bought this dress so you could take it off,bought dress
3557,"Take it off, ha, ha...",
3558,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",haahah haahah haahahah
3559,Only bought this dress so you could take it off,bought dress
3560,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",haahah haahah haahahah
3561,Only bought this dress so you could take it off,bought dress
3562,Flashback when you met me,flashback
3563,Your buzzcut and my hair bleached,buzzcut hair bleached
3564,"Even in my worst times, you could see the best in me",worst
3565,Flashback to my mistakes,flashback mistakes
3566,"My rebounds, my earthquakes",rebounds earthquakes
3567,"Even in my worst lies, you saw the truth in me",worst lies truth
3568,And I woke up just in time,woke
3569,Now I wake up by your side,wake
3570,"My one and only, my lifeline",lifeline
3571,I woke up just in time,woke
3572,Now I wake up by your side,wake
3573,"My hands shake, I can't explain this",hands shake explain
3574,"Ah, ha, ha, ha-ah",haah
3575,Say my name and everything just stops...,stops
3576,I don't want you like a best friend,friend
3577,Only bought this dress so you could take it off,bought dress
3578,"Take it off, ha, ha, ha-ah",haah
3579,Carve your name into my bedpost,carve bedpost
3580,'Cause I don’t want you like a best friend,dont friend
3581,Only bought this dress so you could take it off,bought dress
3582,"Take it off, ha, ha, ha-ah",haah
3583,There is an indentation in the shape of you,indentation shape
3584,Only bought this dress so you could take it off,bought dress
3585,"You made your mark on me, golden tattoo",mark golden tattoo
3586,Only bought this dress so you could take it off,bought dress
3587,It was so nice throwing big parties,nice throwing big parties
3588,Jump into the pool from the balcony,jump pool balcony
3589,Everyone swimming in a champagne sea,swimming champagne
3590,And there are no rules when you show up here,rules
3591,Bass beat rattling the chandelier,bass beat rattling chandelier
3592,Feeling so Gatsby for that whole year,feeling gatsby year
3593,So why'd you have to rain on my parade?,whyd rain parade
3594,I'm shaking my head and locking the gates,shaking head locking gates
3595,"This is why we can't have nice things, darling",nice things darling
3596,Because you break them,break
3597,I had to take them away,
3598,"This is why we can't have nice things, honey (Oh)",nice things honey
3599,Did you think I wouldn't hear all the things you said about me?,hear things
3600,This is why we can't have nice things,nice things
3601,It was so nice being friends again,nice friends
3602,"There I was, giving you a second chance",chance
3603,But you stabbed me in the back while shaking my hand,stabbed shaking
3604,And therein lies the issue,lies issue
3605,Friends don't try to trick you,friends trick
3606,Get you on the phone and mind-twist you,phone mindtwist
3607,And so I took an axe to a mended fence,axe mended fence
3608,But I'm not the only friend you've lost lately (Mm-mm),friend lost
3609,If only you weren't so shady,shady
3610,"This is why we can't have nice things, darling (Yeah)",nice things darling
3611,Because you break them,break
3612,I had to take them away,
3613,"This is why we can't have nice (Nice things) things (Baby), honey",nice nice things things baby honey
3614,Did you think I wouldn't hear all the things you said about me?,hear things
3615,This is why we can't have,
3616,Here's a toast to my real friends,toast friends
3617,"They don't care about the he-said, she-said",care hesaid shesaid
3618,And here's to my baby,baby
3619,He ain't reading what they call me lately,reading
3620,And here's to my mama,mama
3621,Had to listen to all this drama,listen drama
3622,And here's to you,
3623,'Cause forgiveness is a nice thing to do,forgiveness nice
3624,"Haha, I can't even say it with a straight face",haha straight face
3625,"This is why we can't have nice things, darling (Darling)",nice things darling darling
3626,Because you break them,break
3627,I had to take them away,
3628,"This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh)",nice things honey baby
3629,Did you think I wouldn't hear all the things you said about me?,hear things
3630,"This is why we can't have nice things, darling",nice things darling
3631,(And here's to my real friends),friends
3632,Because you break them,break
3633,I had to take them,
3634,(And here's to my baby),baby
3635,"Nice things, honey",nice things honey
3636,"(They didn't care about that he-said, she-said)",care hesaid shesaid
3637,Did you think I wouldn't hear all the things you said about me?,hear things
3638,This is why we can't have nice things,nice things
3639,My castle crumbled overnight,castle crumbled overnight
3640,I brought a knife to a gunfight,brought knife gunfight
3641,"They took the crown, but it's alright",crown alright
3642,All the liars are calling me one,liars calling
3643,Nobody's heard from me for months,nobodys heard months
3644,I'm doin' better than I ever was,
3645,'Cause,
3646,My baby's fit like a daydream,babys fit daydream
3647,Walking with his head down,walking head
3648,I'm the one he's walking to,walking
3649,"So call it what you want, yeah",
3650,Call it what you want to,
3651,My baby's fly like a jet stream,babys jet stream
3652,High above the whole scene,high scene
3653,Loves me like I'm brand new,loves brand
3654,"So call it what you want, yeah",
3655,Call it what you want to,
3656,All my flowers grew back as thorns,flowers grew thorns
3657,Windows boarded up after the storm,windows boarded storm
3658,He built a fire just to keep me warm,built fire warm
3659,All the drama queens taking swings,drama queens swings
3660,All the jokers dressing up as kings,jokers dressing kings
3661,They fade to nothing when I look at him,fade
3662,And I know I make the same mistakes every time,mistakes
3663,"Bridges burn, I never learn",bridges burn learn
3664,At least I did one thing right,
3665,I did one thing right,
3666,"I'm laughing with my lover, makin' forts under covers",laughing lover makin forts covers
3667,Trust him like a brother,trust brother
3668,"Yeah, you know I did one thing right",
3669,Starry eyes sparkin' up my darkest night,starry eyes sparkin darkest night
3670,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,joeboy sip alcohol official lyrics meaning verified
3671,My baby's fit like a daydream,babys fit daydream
3672,Walking with his head down,walking head
3673,I'm the one he's walking to,walking
3674,"So call it what you want, yeah",
3675,Call it what you want to,
3676,My baby's fly like a jet stream,babys jet stream
3677,High above the whole scene,high scene
3678,Loves me like I'm brand new,loves brand
3679,"(Call it what you want, call it what you want, call it)",
3680,"So call it what you want, yeah",
3681,Call it what you want to,
3682,I want to wear his initial on a chain 'round my neck,wear initial chain neck
3683,Chain 'round my neck,chain neck
3684,Not because he owns me,
3685,But 'cause he really knows me,
3686,"Which is more than they can say, I",
3687,I recall late November,recall november
3688,"Holding my breath, slowly, I said",holding breath slowly
3689,"""You don't need to save me",save
3690,"But would you run away with me?""",
3691,Yes (Would you run away?),
3692,My baby's fit like a daydream,babys fit daydream
3693,Walking with his head down,walking head
3694,I'm the one he's walking to,walking
3695,"(Call it what you want, call it what you want, call it)",
3696,"So call it what you want, yeah",
3697,Call it what you want to,
3698,My baby's fly like a jet stream,babys jet stream
3699,High above the whole scene,high scene
3700,Loves me like I'm brand new,loves brand
3701,"(Call it what you want, call it what you want, call it)",
3702,"So call it what you want, yeah",
3703,Call it what you want to,
3704,"(Call it what you want, call it)",
3705,"(Call it what you want, call it what you want, call it)",
3706,"(Call it what you want, call it what you want, call it)",
3707,"(Call it what you want, call it what you want, call it)",
3708,"(Call it what you want, call it what you want, call it)",
3709,"(Call it what you want, call it what you want, call it)",
3710,"(Call it what you want, call it what you want, call it)",
3711,"Call it what you want, yeah",
3712,Call it what you want... to,
3713,There's glitter on the floor after the party,glitter floor party
3714,Girls carrying their shoes down in the lobby,girls carrying shoes lobby
3715,Candle wax and Polaroids on the hardwood floor,candle wax polaroids hardwood floor
3716,"You and me from the night before, but",night
3717,Don’t read the last page,dont
3718,But I stay when you're lost and I'm scared and you’re turning away,stay lost scared turning
3719,I want your midnights,midnights
3720,But I'll be cleaning up bottles with you on New Year's Day,cleaning bottles years day
3721,You squeeze my hand three times in the back of the taxi,squeeze taxi
3722,I can tell that it's gonna be a long road,road
3723,"I'll be there if you're the toast of the town, babe",toast town babe
3724,Or if you strike out and you're crawling home,strike crawling
3725,Don't read the last page,
3726,But I stay when it’s hard or it’s wrong or we're making mistakes,stay wrong making mistakes
3727,I want your midnights,midnights
3728,But I’ll be cleaning up bottles with you on New Year's Day,cleaning bottles years day
3729,"Hold on to the memories, they will hold on to you",hold memories hold
3730,"Hold on to the memories, they will hold on to you",hold memories hold
3731,"Hold on to the memories, they will hold on to you",hold memories hold
3732,And I will hold on to you,hold
3733,Please don't ever become a stranger,stranger
3734,Whose laugh I could recognize anywhere,laugh recognize
3735,Please don't ever become a stranger,stranger
3736,Whose laugh I could recognize anywhere,laugh recognize
3737,There’s glitter on the floor after the party,glitter floor party
3738,Girls carrying their shoes down in the lobby,girls carrying shoes lobby
3739,Candle wax and Polaroids on the hardwood floor,candle wax polaroids hardwood floor
3740,You and me forevermore,forevermore
3741,Don't read the last page,
3742,But I stay when it's hard or it's wrong or we're making mistakes,stay wrong making mistakes
3743,I want your midnights,midnights
3744,But I'll be cleaning up bottles with you on New Year's Day,cleaning bottles years day
3745,"Hold on to the memories, they will hold on to you",hold memories hold
3746,"Hold on to the memories, they will hold on to you",hold memories hold
3747,"Hold on to the memories, they will hold on to you",hold memories hold
3748,And I will hold on to you,hold
3749,Please don't ever become a stranger,stranger
3750,"(To the memories, they will hold on to you)",memories hold
3751,Whose laugh I could recognize anywhere,laugh recognize
3752,"(Hold on to the memories, they will hold on to you)",hold memories hold
3753,Please don't ever become a stranger,stranger
3754,"(Hold on to the memories, they will hold on to you)",hold memories hold
3755,Whose laugh I could recognize anywhere,laugh recognize
3756,(I will hold on to you),hold
3757,He said the way my blue eyes shined,blue eyes shined
3758,Put those Georgia stars to shame that night,georgia stars shame night
3759,"I said, ""That's a lie""",
3760,Just a boy in a Chevy truck,boy chevy truck
3761,That had a tendency of gettin' stuck,tendency stuck
3762,On back roads at night,roads night
3763,And I was right there beside him all summer long,summer
3764,And then the time we woke up to find that summer gone,woke find summer
3765,But when you think Tim McGraw,mcgraw
3766,I hope you think my favorite song,favorite song
3767,The one we danced to all night long,danced night
3768,The moon like a spotlight on the lake,moon spotlight lake
3769,When you think happiness,happiness
3770,I hope you think that little black dress,black dress
3771,Think of my head on your chest,head chest
3772,And my old faded blue jeans,faded blue jeans
3773,When you think Tim McGraw,mcgraw
3774,I hope you think of me,
3775,September saw a month of tears,september month tears
3776,And thankin' God that you weren't here,thankin god
3777,To see me like that,
3778,But in a box beneath my bed,box beneath
3779,Is a letter that you never read,letter
3780,From three summers back,summers
3781,It's hard not to find it all a little bittersweet,find bittersweet
3782,"And lookin' back on all of that, it's nice to believe",nice
3783,When you think Tim McGraw,mcgraw
3784,I hope you think my favorite song,favorite song
3785,The one we danced to all night long,danced night
3786,The moon like a spotlight on the lake,moon spotlight lake
3787,When you think happiness,happiness
3788,I hope you think that little black dress,black dress
3789,Think of my head on your chest,head chest
3790,And my old faded blue jeans,faded blue jeans
3791,When you think Tim McGraw,mcgraw
3792,I hope you think of me,
3793,And I'm back for the first time since then,
3794,I'm standin' on your street,standin street
3795,And there's a letter left on your doorstep,letter left doorstep
3796,And the first thing that you'll read is:,
3797,"""When you think Tim McGraw",mcgraw
3798,I hope you think my favorite song,favorite song
3799,Someday you'll turn your radio on,someday turn radio
3800,"I hope it takes you back to that place""",takes
3801,When you think happiness,happiness
3802,I hope you think that little black dress,black dress
3803,Think of my head on your chest,head chest
3804,And my old faded blue jeans,faded blue jeans
3805,When you think Tim McGraw,mcgraw
3806,I hope you think of me,
3807,"Oh, think of me",
3808,Mmmm,
3809,He said the way my blue eyes shined,blue eyes shined
3810,Put those Georgia stars to shame that night,georgia stars shame night
3811,"I said, ""That's a lie""",
3812,Drew looks at me,drew
3813,I fake a smile so he won't see,fake smile
3814,That I want and I'm needing,needing
3815,Everything that we should be,
3816,"I'll bet she's beautiful, that girl he talks about",beautiful girl talks
3817,And she's got everything that I have to live without,live
3818,Drew talks to me,drew talks
3819,I laugh 'cause it's just so funny,laugh funny
3820,That I can't even see,
3821,Anyone when he's with me,
3822,"He says he's so in love, he's finally got it right",love finally
